symbol,ensembl_id
MYOD,ENSG00000129152
MYOD1,ENSG00000129152
MYODULIN,ENSG00000000005
MYOF,ENSG00000138119
MYOG,ENSG00000122180
MYOGEF,ENSG00000008323
MYOHD1,ENSG00000278259
MYOIC,ENSG00000157483
MYOM1,ENSG00000101605
MYOM2,ENSG00000036448
MYOM3,ENSG00000142661
MYOMAKER,ENSG00000187616
MYOMASP,ENSG00000122477
MYONAP,ENSG00000111913
MYOP,ENSG00000138347
MYOPODIN,ENSG00000172403
MYORG,ENSG00000164976
MYOT,ENSG00000120729
MYOTROPHIN,ENSG00000105887
MYOX,ENSG00000145555
MYOZ,ENSG00000177791
MYOZ1,ENSG00000177791
MYOZ2,ENSG00000172399
MYOZ3,ENSG00000164591
MYOZAP,ENSG00000263155
MYP,ENSG00000140939
MYP6,ENSG00000284194
MYPN,ENSG00000138347
MYPOP,ENSG00000176182
MYPT1,ENSG00000058272
MYPT2,ENSG00000077157
MYPT3,ENSG00000160972
MYR1,ENSG00000128641
MYR12,ENSG00000197535
MYR2,ENSG00000157483
MYR4,ENSG00000176658
MYR8,ENSG00000041515
MYRF,ENSG00000124920
MYRFL,ENSG00000166268
MYRIP,ENSG00000170011
MYRL2,ENSG00000101335
MYSB,ENSG00000165995
MYSM1,ENSG00000162601
MYSPDZ,ENSG00000196535
MYST1,ENSG00000103510
MYST2,ENSG00000136504
MYST3,ENSG00000083168
MYST4,ENSG00000156650
MYT1,ENSG00000127564
MYT1L,ENSG00000186487
MYTHO,ENSG00000125149
MYTI,ENSG00000196132
MYZAP,ENSG00000263155
MYZAP-POLR2M,ENSG00000137878
MZB1,ENSG00000170476
MZF-1,ENSG00000099326
MZF-3,ENSG00000205903
MZF1,ENSG00000099326
MZF1B,ENSG00000099326
MZIP2,ENSG00000165181
MZIP4,ENSG00000120498
MZM1L,ENSG00000186687
MZT1,ENSG00000204899
MZT2A,ENSG00000173272
MZT2B,ENSG00000152082
N-CHIMERIN,ENSG00000128656
N-COPINE,ENSG00000100884
N-COR,ENSG00000141027
N-MYC,ENSG00000134323
N-PAC,ENSG00000140632
N-RAS,ENSG00000213281
N-SAM,ENSG00000077782
N-SHC,ENSG00000148082
N-SYNDECAN,ENSG00000162512
N-TWIST,ENSG00000146618
N-WASP,ENSG00000106299
N/OFQ,ENSG00000168081
N10,ENSG00000123358
N14,ENSG00000176101
N143,ENSG00000185658
N155,ENSG00000113569
N214,ENSG00000126883
N27C7-3,ENSG00000169314
N27C7-4,ENSG00000250479
N2N,ENSG00000264343
N33,ENSG00000104723
N339260,ENSG00000072736
N4BP1,ENSG00000102921
N4BP2,ENSG00000078177
N4BP2L1,ENSG00000139597
N4BP2L2,ENSG00000244754
N4BP3,ENSG00000145911
N4BP4,ENSG00000188021
N4WBP5,ENSG00000131507
N4WBP5A,ENSG00000102471
N61,ENSG00000031003
N6AMT1,ENSG00000156239
N6AMT2,ENSG00000150456
N7-MTASE,ENSG00000101654
N8L,ENSG00000076554
NA,ENSG00000047597
NA14,ENSG00000176101
NAA10,ENSG00000102030
NAA11,ENSG00000156269
NAA15,ENSG00000164134
NAA16,ENSG00000172766
NAA20,ENSG00000173418
NAA25,ENSG00000111300
NAA30,ENSG00000139977
NAA35,ENSG00000135040
NAA38,ENSG00000183011
NAA40,ENSG00000110583
NAA50,ENSG00000121579
NAA60,ENSG00000122390
NAA80,ENSG00000243477
NAAA,ENSG00000138744
NAAGS,ENSG00000166532
NAAGS-I,ENSG00000166532
NAAGS-II,ENSG00000177181
NAALAD1,ENSG00000086205
NAALAD2,ENSG00000077616
NAALADASE,ENSG00000086205
NAALADASE2,ENSG00000077616
NAALADL1,ENSG00000168060
NAALADL2,ENSG00000177694
NAAR1,ENSG00000147174
NAB1,ENSG00000138386
NAB2,ENSG00000166886
NAB50,ENSG00000149187
NABC1,ENSG00000088836
NABP1,ENSG00000173559
NABP1-OT1,ENSG00000173559
NABP2,ENSG00000139579
NAC,ENSG00000047597
NAC-1,ENSG00000160877
NAC1,ENSG00000144285
NACA,ENSG00000196531
NACA1,ENSG00000196531
NACA2,ENSG00000253506
NACAD,ENSG00000136274
NACAE,ENSG00000168003
NACAL,ENSG00000253506
NACB,ENSG00000111801
NACC1,ENSG00000160877
NACC2,ENSG00000148411
NACGT1,ENSG00000111846
NACGT2,ENSG00000187210
NACH6,ENSG00000196876
NACHO,ENSG00000126950
NACHRA9,ENSG00000174343
NACK,ENSG00000275342
NACP,ENSG00000145335
NACSIN,ENSG00000115504
NACT,ENSG00000141485
NAD1,ENSG00000198888
NAD2,ENSG00000198763
NAD3,ENSG00000198840
NAD4,ENSG00000198886
NAD4L,ENSG00000212907
NAD5,ENSG00000198786
NAD6,ENSG00000198695
NADC-1,ENSG00000007216
NADC3,ENSG00000158296
NADE,ENSG00000166681
NADHB14,ENSG00000184983
NADK,ENSG00000008130
NADK1,ENSG00000008130
NADK2,ENSG00000152620
NADKD1,ENSG00000152620
NADRIN,ENSG00000140750
NADSYN1,ENSG00000172890
NAE1,ENSG00000159593
NAE2,ENSG00000144744
NAF,ENSG00000169429
NAF-1,ENSG00000145354
NAF1,ENSG00000145414
NAG,ENSG00000136546
NAG-1,ENSG00000130513
NAG-2,ENSG00000214063
NAG-5,ENSG00000137103
NAG14,ENSG00000128594
NAG6,ENSG00000128596
NAGA,ENSG00000198951
NAGCT1,ENSG00000111846
NAGCT2,ENSG00000187210
NAGK,ENSG00000124357
NAGLU,ENSG00000108784
NAGPA,ENSG00000103174
NAGR1,ENSG00000099783
NAGS,ENSG00000161653
NAGT,ENSG00000100170
NAIC,ENSG00000141076
NAIF1,ENSG00000171169
NAIL,ENSG00000122223
NAIP,ENSG00000249437
NAK,ENSG00000183735
NAK-1,ENSG00000123358
NAKAP95,ENSG00000011243
NAKED2,ENSG00000145506
NALCN,ENSG00000102452
NALF1,ENSG00000204442
NALF2,ENSG00000130054
NALP-IOTA,ENSG00000158077
NALP1,ENSG00000091592
NALP10,ENSG00000182261
NALP11,ENSG00000179873
NALP12,ENSG00000142405
NALP13,ENSG00000173572
NALP14,ENSG00000158077
NALP2,ENSG00000022556
NALP2P,ENSG00000215174
NALP3,ENSG00000162711
NALP4,ENSG00000160505
NALP5,ENSG00000171487
NALP6,ENSG00000174885
NALP7,ENSG00000167634
NALP8,ENSG00000179709
NALP9,ENSG00000185792
NAMPT,ENSG00000105835
NAMSD,ENSG00000156709
NAN,ENSG00000168356
NANCI,ENSG00000257520
NANOG,ENSG00000111704
NANOGNB,ENSG00000205857
NANOGP8,ENSG00000255192
NANOS1,ENSG00000188613
NANOS1L,ENSG00000187556
NANOS2,ENSG00000188425
NANOS3,ENSG00000187556
NANP,ENSG00000170191
NANS,ENSG00000095380
NANTA3,ENSG00000110080
NAP,ENSG00000132792
NAP-1,ENSG00000169429
NAP-2,ENSG00000163736
NAP-2-L1,ENSG00000163736
NAP-22,ENSG00000176788
NAP-3,ENSG00000163739
NAP-X,ENSG00000198021
NAP1,ENSG00000169429
NAP125,ENSG00000061676
NAP1L1,ENSG00000187109
NAP1L2,ENSG00000186462
NAP1L3,ENSG00000186310
NAP1L4,ENSG00000205531
NAP1L5,ENSG00000177432
NAP22,ENSG00000176788
NAP4,ENSG00000274211
NAP5,ENSG00000176771
NAP57,ENSG00000130826
NAPA,ENSG00000105402
NAPB,ENSG00000125814
NAPE-PLD,ENSG00000161048
NAPEPLD,ENSG00000161048
NAPG,ENSG00000134265
NAPI-1,ENSG00000124568
NAPI-2B,ENSG00000157765
NAPI-2C,ENSG00000198569
NAPI-3,ENSG00000131183
NAPI-3B,ENSG00000157765
NAPI-CAP1,ENSG00000174827
NAPI-IIB,ENSG00000157765
NAPI2B,ENSG00000157765
NAPOR,ENSG00000149187
NAPOR-2,ENSG00000048740
NAPRT,ENSG00000147813
NAPRT1,ENSG00000147813
NAPSA,ENSG00000131400
NAPTB,ENSG00000103723
NAR,ENSG00000160917
NAR1,ENSG00000103245
NARC-1,ENSG00000169174
NARF,ENSG00000134758
NARFL,ENSG00000103245
NARG1,ENSG00000164134
NARG1L,ENSG00000172766
NARG2,ENSG00000128915
NARR,ENSG00000109113
NARS,ENSG00000134440
NARS1,ENSG00000134440
NARS2,ENSG00000137513
NAS1,ENSG00000081800
NASH1,ENSG00000155307
NASI-1,ENSG00000081800
NASP,ENSG00000132780
NAT,ENSG00000204256
NAT-1,ENSG00000139974
NAT1,ENSG00000110321
NAT10,ENSG00000135372
NAT11,ENSG00000110583
NAT12,ENSG00000139977
NAT13,ENSG00000121579
NAT14,ENSG00000090971
NAT15,ENSG00000122390
NAT16,ENSG00000167011
NAT2,ENSG00000111371
NAT3,ENSG00000139209
NAT5,ENSG00000121579
NAT6,ENSG00000243477
NAT7,ENSG00000161653
NAT8,ENSG00000144035
NAT8B,ENSG00000204872
NAT8BP,ENSG00000204872
NAT8L,ENSG00000185818
NAT9,ENSG00000109065
NATD1,ENSG00000274180
NATF,ENSG00000122390
NATH,ENSG00000164134
NATO3,ENSG00000146618
NAV1,ENSG00000134369
NAV1.1,ENSG00000144285
NAV1.2,ENSG00000136531
NAV1.3,ENSG00000153253
NAV1.4,ENSG00000007314
NAV1.5,ENSG00000183873
NAV1.6,ENSG00000196876
NAV1.7,ENSG00000169432
NAV1.8,ENSG00000185313
NAV1.9,ENSG00000168356
NAV2,ENSG00000166833
NAV2.1,ENSG00000136546
NAV2.2,ENSG00000136546
NAV3,ENSG00000067798
NAXD,ENSG00000213995
NAXE,ENSG00000163382
NAZC,ENSG00000172232
NB,ENSG00000158747
NB(III),ENSG00000176946
NB-2,ENSG00000149972
NB-3,ENSG00000134115
NB1,ENSG00000204936
NB4S,ENSG00000067208
NBA1,ENSG00000105393
NBAK2,ENSG00000163349
NBAS,ENSG00000151779
NBAT,ENSG00000138079
NBC1,ENSG00000080493
NBC2,ENSG00000080493
NBC3,ENSG00000050438
NBC4,ENSG00000188687
NBCCS,ENSG00000185920
NBCE1,ENSG00000080493
NBCN2,ENSG00000144290
NBDY,ENSG00000204272
NBEA,ENSG00000172915
NBEAL1,ENSG00000144426
NBEAL2,ENSG00000160796
NBIA1,ENSG00000125779
NBIA2,ENSG00000184381
NBIA3,ENSG00000087086
NBIA4,ENSG00000131943
NBIA5,ENSG00000196998
NBK,ENSG00000100290
NBL1,ENSG00000158747
NBL4,ENSG00000129595
NBLA00058,ENSG00000138381
NBLA00650,ENSG00000007047
NBLA10058,ENSG00000161057
NBLA10143,ENSG00000119969
NBLA10314,ENSG00000102606
NBLA10388,ENSG00000119844
NBN,ENSG00000104320
NBND3,ENSG00000164889
NBP,ENSG00000068120
NBP1,ENSG00000103274
NBP16,ENSG00000141582
NBP35,ENSG00000103274
NBPF1,ENSG00000219481
NBPF10,ENSG00000271425
NBPF11,ENSG00000263956
NBPF12,ENSG00000268043
NBPF14,ENSG00000270629
NBPF15,ENSG00000266338
NBPF16,ENSG00000266338
NBPF19,ENSG00000271383
NBPF20,ENSG00000162825
NBPF24,ENSG00000263956
NBPF26,ENSG00000273136
NBPF3,ENSG00000142794
NBPF4,ENSG00000196427
NBPF6,ENSG00000186086
NBPF8,ENSG00000270231
NBPF8P,ENSG00000270231
NBPF9,ENSG00000269713
NBPHOX,ENSG00000109132
NBR,ENSG00000130762
NBR1,ENSG00000188554
NBR13,ENSG00000006283
NBS,ENSG00000104320
NBS1,ENSG00000022556
NC2-ALPHA,ENSG00000175550
NC2-BETA,ENSG00000117505
NC28,ENSG00000108688
NC2B,ENSG00000117505
NCA,ENSG00000086548
NCA-50/90,ENSG00000086548
NCAD,ENSG00000170558
NCAG1,ENSG00000171451
NCALD,ENSG00000104490
NCAM,ENSG00000149294
NCAM-L1,ENSG00000198910
NCAM1,ENSG00000149294
NCAM2,ENSG00000154654
NCAM21,ENSG00000154654
NCAN,ENSG00000130287
NCAPD2,ENSG00000010292
NCAPD3,ENSG00000151503
NCAPG,ENSG00000109805
NCAPG2,ENSG00000146918
NCAPH,ENSG00000121152
NCAPH1,ENSG00000121152
NCAPH2,ENSG00000025770
NCB2,ENSG00000117505
NCB5OR,ENSG00000065615
NCBE,ENSG00000144290
NCBP,ENSG00000136937
NCBP1,ENSG00000136937
NCBP2,ENSG00000114503
NCBP2-AS2,ENSG00000270170
NCBP2AS2,ENSG00000270170
NCBP2L,ENSG00000170935
NCBP3,ENSG00000074356
NCC,ENSG00000070915
NCC-1,ENSG00000181374
NCC-2,ENSG00000276409
NCC-3,ENSG00000275718
NCC-4,ENSG00000275152
NCC27,ENSG00000213719
NCCRP-1,ENSG00000188505
NCCRP1,ENSG00000188505
NCCT,ENSG00000070915
NCDN,ENSG00000020129
NCDN-1,ENSG00000020129
NCDN-2,ENSG00000020129
NCE2,ENSG00000184182
NCEH,ENSG00000144959
NCEH1,ENSG00000144959
NCF1,ENSG00000158517
NCF1A,ENSG00000158517
NCF2,ENSG00000116701
NCF4,ENSG00000100365
NCIE2,ENSG00000011198
NCK,ENSG00000158092
NCK1,ENSG00000158092
NCK2,ENSG00000071051
NCK5A,ENSG00000176749
NCK5AI,ENSG00000171450
NCKALPHA,ENSG00000158092
NCKAP1,ENSG00000061676
NCKAP1L,ENSG00000123338
NCKAP2,ENSG00000177885
NCKAP3,ENSG00000124181
NCKAP4,ENSG00000274211
NCKAP5,ENSG00000176771
NCKAP5L,ENSG00000167566
NCKBETA,ENSG00000071051
NCKIPSD,ENSG00000213672
NCKX,ENSG00000074621
NCKX1,ENSG00000074621
NCKX2,ENSG00000155886
NCKX4,ENSG00000140090
NCKX5,ENSG00000188467
NCKX6,ENSG00000089060
NCL,ENSG00000115053
NCL-1,ENSG00000092529
NCL-2,ENSG00000203697
NCL-3,ENSG00000149260
NCL-4,ENSG00000135773
NCLF,ENSG00000128973
NCLN,ENSG00000125912
NCLX,ENSG00000089060
NCM,ENSG00000163510
NCM1,ENSG00000136522
NCMAP,ENSG00000184454
NCOA-1,ENSG00000084676
NCOA-2,ENSG00000140396
NCOA-62,ENSG00000100603
NCOA1,ENSG00000084676
NCOA2,ENSG00000140396
NCOA3,ENSG00000124151
NCOA4,ENSG00000266412
NCOA5,ENSG00000124160
NCOA6,ENSG00000198646
NCOA6IP,ENSG00000137574
NCOA7,ENSG00000111912
NCOAT,ENSG00000198408
NCOR1,ENSG00000141027
NCOR2,ENSG00000196498
NCR1,ENSG00000189430
NCR2,ENSG00000096264
NCR3,ENSG00000204475
NCR3LG1,ENSG00000188211
NCRNA00036,ENSG00000223573
NCRNA00069,ENSG00000277149
NCRNA00080,ENSG00000253352
NCRNA00081,ENSG00000214413
NCRNA00082,ENSG00000198520
NCRNA00083,ENSG00000188585
NCRNA00085,ENSG00000182310
NCRNA00086,ENSG00000178947
NCRNA00087,ENSG00000196972
NCRNA00094,ENSG00000235106
NCRNA00116,ENSG00000175701
NCRNA00153,ENSG00000088970
NCRNA00164,ENSG00000163046
NCRNA00166,ENSG00000178796
NCRNA00176,ENSG00000196421
NCRNA00201,ENSG00000153187
NCRNA00220,ENSG00000232070
NCRNA00238,ENSG00000196553
NCRNA00253,ENSG00000229637
NCRNA00282,ENSG00000281106
NCRNA00291,ENSG00000139865
NCRNA00341,ENSG00000176438
NCS-1,ENSG00000107130
NCS1,ENSG00000107130
NCS2,ENSG00000174177
NCS6,ENSG00000142544
NCSTN,ENSG00000162736
NCU-G1,ENSG00000198715
NCUBE1,ENSG00000198833
NCUBE2,ENSG00000160087
NCX,ENSG00000115297
NCX1,ENSG00000183023
NCX2,ENSG00000118160
NCX3,ENSG00000100678
ND1,ENSG00000198888
ND2,ENSG00000198763
ND3,ENSG00000198840
ND4,ENSG00000198886
ND4L,ENSG00000212907
ND5,ENSG00000198786
ND6,ENSG00000198695
NDC1,ENSG00000058804
NDC80,ENSG00000080986
NDE,ENSG00000072864
NDE1,ENSG00000072864
NDE1L1,ENSG00000166579
NDE2,ENSG00000166579
NDEL1,ENSG00000166579
NDF,ENSG00000157168
NDFIP1,ENSG00000131507
NDFIP2,ENSG00000102471
NDG1,ENSG00000135314
NDK,ENSG00000134326
NDN,ENSG00000182636
NDNF,ENSG00000173376
NDNL1,ENSG00000254585
NDNL2,ENSG00000185115
NDOR1,ENSG00000188566
NDP,ENSG00000124479
NDP52,ENSG00000136436
NDPKA,ENSG00000239672
NDPKB,ENSG00000243678
NDPKC,ENSG00000103024
NDPKD,ENSG00000103202
NDPP,ENSG00000105483
NDPP1,ENSG00000154380
NDR,ENSG00000112079
NDR1,ENSG00000112079
NDR2,ENSG00000211455
NDRF,ENSG00000171532
NDRG1,ENSG00000104419
NDRG2,ENSG00000165795
NDRG3,ENSG00000101079
NDRG4,ENSG00000103034
NDRP,ENSG00000146247
NDSP,ENSG00000143340
NDST1,ENSG00000070614
NDST2,ENSG00000166507
NDST3,ENSG00000164100
NDST4,ENSG00000138653
NDT80,ENSG00000124920
NDUFA1,ENSG00000125356
NDUFA10,ENSG00000130414
NDUFA11,ENSG00000174886
NDUFA12,ENSG00000184752
NDUFA12L,ENSG00000164182
NDUFA13,ENSG00000186010
NDUFA2,ENSG00000131495
NDUFA3,ENSG00000170906
NDUFA4,ENSG00000189043
NDUFA4L2,ENSG00000185633
NDUFA5,ENSG00000128609
NDUFA6,ENSG00000184983
NDUFA7,ENSG00000267855
NDUFA8,ENSG00000119421
NDUFA9,ENSG00000139180
NDUFAB1,ENSG00000004779
NDUFAF1,ENSG00000137806
NDUFAF2,ENSG00000164182
NDUFAF3,ENSG00000178057
NDUFAF4,ENSG00000123545
NDUFAF5,ENSG00000101247
NDUFAF6,ENSG00000156170
NDUFAF7,ENSG00000003509
NDUFAF8,ENSG00000224877
NDUFB1,ENSG00000183648
NDUFB10,ENSG00000140990
NDUFB11,ENSG00000147123
NDUFB2,ENSG00000090266
NDUFB3,ENSG00000119013
NDUFB4,ENSG00000065518
NDUFB5,ENSG00000136521
NDUFB6,ENSG00000165264
NDUFB7,ENSG00000099795
NDUFB8,ENSG00000166136
NDUFB9,ENSG00000147684
NDUFC1,ENSG00000109390
NDUFC2,ENSG00000151366
NDUFC2-KCTD14,ENSG00000259112
NDUFS1,ENSG00000023228
NDUFS2,ENSG00000158864
NDUFS2L,ENSG00000139180
NDUFS3,ENSG00000213619
NDUFS4,ENSG00000164258
NDUFS5,ENSG00000168653
NDUFS6,ENSG00000145494
NDUFS7,ENSG00000115286
NDUFS8,ENSG00000110717
NDUFV1,ENSG00000167792
NDUFV2,ENSG00000178127
NDUFV3,ENSG00000160194
NDUFV3-AS1,ENSG00000233056
NE,ENSG00000197561
NE-DLG,ENSG00000082458
NE-NA,ENSG00000169432
NEAP,ENSG00000133878
NEB,ENSG00000183091
NEB177D,ENSG00000183091
NEBL,ENSG00000078114
NEC1,ENSG00000175426
NEC2,ENSG00000125851
NECAB1,ENSG00000123119
NECAB2,ENSG00000103154
NECAB3,ENSG00000125967
NECAP1,ENSG00000089818
NECAP2,ENSG00000157191
NECC1,ENSG00000171476
NECC2,ENSG00000188385
NECL-1,ENSG00000162706
NECL-2,ENSG00000182985
NECL-3,ENSG00000175161
NECL-4,ENSG00000105767
NECL-5,ENSG00000073008
NECL1,ENSG00000162706
NECL2,ENSG00000182985
NECL3,ENSG00000175161
NECL5,ENSG00000073008
NECTIN-1,ENSG00000110400
NECTIN-2,ENSG00000130202
NECTIN-3,ENSG00000177707
NECTIN-4,ENSG00000143217
NECTIN1,ENSG00000110400
NECTIN2,ENSG00000130202
NECTIN3,ENSG00000177707
NECTIN4,ENSG00000143217
NEDD-8,ENSG00000129559
NEDD1,ENSG00000139350
NEDD10,ENSG00000157657
NEDD2,ENSG00000106144
NEDD3,ENSG00000185721
NEDD4,ENSG00000069869
NEDD4-1,ENSG00000069869
NEDD4-2,ENSG00000049759
NEDD4L,ENSG00000049759
NEDD5,ENSG00000168385
NEDD6,ENSG00000198755
NEDD7,ENSG00000086061
NEDD8,ENSG00000129559
NEDD8-MDP1,ENSG00000255526
NEDD9,ENSG00000111859
NEDF,ENSG00000115561
NEDL1,ENSG00000002746
NEDL2,ENSG00000138411
NEDLG,ENSG00000082458
NEDP1,ENSG00000166192
NEEP21,ENSG00000168824
NEF-SP,ENSG00000005189
NEF3,ENSG00000104722
NEF4,ENSG00000135406
NEF5,ENSG00000148798
NEFA,ENSG00000070081
NEFH,ENSG00000100285
NEFL,ENSG00000277586
NEFM,ENSG00000104722
NEGF1,ENSG00000105894
NEGF2,ENSG00000110492
NEGR1,ENSG00000172260
NEH2,ENSG00000154328
NEI1,ENSG00000140398
NEIL1,ENSG00000140398
NEIL2,ENSG00000154328
NEIL3,ENSG00000109674
NEK1,ENSG00000137601
NEK10,ENSG00000163491
NEK11,ENSG00000114670
NEK2,ENSG00000117650
NEK2A,ENSG00000117650
NEK3,ENSG00000136098
NEK4,ENSG00000114904
NEK5,ENSG00000197168
NEK6,ENSG00000119408
NEK7,ENSG00000151414
NEK8,ENSG00000119638
NEK9,ENSG00000119638
NELF,ENSG00000165802
NELF-A,ENSG00000185049
NELF-B,ENSG00000188986
NELF-C,ENSG00000101158
NELF-D,ENSG00000101158
NELF-E,ENSG00000204356
NELFA,ENSG00000185049
NELFB,ENSG00000188986
NELFCD,ENSG00000101158
NELFE,ENSG00000204356
NELIN,ENSG00000162614
NELL1,ENSG00000165973
NELL2,ENSG00000184613
NEM1,ENSG00000143549
NEM2,ENSG00000183091
NEM3,ENSG00000143632
NEM4,ENSG00000198467
NEM5,ENSG00000105048
NEM6,ENSG00000234438
NEM7,ENSG00000165410
NEM8,ENSG00000157119
NEMEP,ENSG00000164112
NEMF,ENSG00000165525
NEMO,ENSG00000269335
NEMP1,ENSG00000166881
NEMP2,ENSG00000189362
NENA,ENSG00000169432
NENF,ENSG00000117691
NEO1,ENSG00000067141
NEOT2,ENSG00000171208
NEP,ENSG00000204580
NEP1,ENSG00000126749
NEP1-R1,ENSG00000205423
NEPH1,ENSG00000183853
NEPH2,ENSG00000149571
NEPH3,ENSG00000126259
NEPII,ENSG00000142606
NEPPK,ENSG00000186832
NEPRO,ENSG00000163608
NER,ENSG00000131408
NER-I,ENSG00000131408
NERCC,ENSG00000119638
NERCC1,ENSG00000119638
NERF,ENSG00000109381
NERF-1A,ENSG00000109381
NERF-1B,ENSG00000109381
NERF-2,ENSG00000109381
NERPP-2C,ENSG00000111110
NES,ENSG00000132688
NES1,ENSG00000129451
NESCA,ENSG00000160753
NESG1,ENSG00000213085
NESH,ENSG00000108798
NESHBP,ENSG00000154175
NESP,ENSG00000087460
NESP1,ENSG00000131018
NESP2,ENSG00000054654
NESP3,ENSG00000176438
NESP4,ENSG00000181392
NESP55,ENSG00000087460
NESPRIN-1,ENSG00000131018
NESPRIN-2,ENSG00000054654
NESPRIN-3,ENSG00000176438
NESPRIN-4,ENSG00000181392
NESSY,ENSG00000111684
NET,ENSG00000111145
NET-1,ENSG00000117472
NET-2,ENSG00000106025
NET-4,ENSG00000168785
NET-5,ENSG00000011105
NET-6,ENSG00000106537
NET-7,ENSG00000099282
NET1,ENSG00000165970
NET10,ENSG00000135763
NET11,ENSG00000143653
NET12,ENSG00000163811
NET13,ENSG00000136699
NET14,ENSG00000136709
NET15,ENSG00000188976
NET16,ENSG00000115368
NET18,ENSG00000163694
NET1A,ENSG00000173848
NET2,ENSG00000116754
NET20,ENSG00000145569
NET21,ENSG00000164338
NET22,ENSG00000120733
NET23,ENSG00000184584
NET24,ENSG00000113719
NET25,ENSG00000161904
NET26,ENSG00000111843
NET27,ENSG00000122515
NET28,ENSG00000164880
NET29,ENSG00000189077
NET3,ENSG00000058804
NET30,ENSG00000106330
NET31,ENSG00000146842
NET32,ENSG00000147475
NET33,ENSG00000168079
NET34,ENSG00000104635
NET35,ENSG00000158941
NET36,ENSG00000164841
NET37,ENSG00000164976
NET38,ENSG00000119523
NET39,ENSG00000160539
NET4,ENSG00000126106
NET40,ENSG00000173611
NET41,ENSG00000156521
NET42,ENSG00000165816
NET43,ENSG00000135372
NET44,ENSG00000177542
NET45,ENSG00000149476
NET46,ENSG00000197658
NET47,ENSG00000149809
NET48,ENSG00000064102
NET49,ENSG00000184967
NET5,ENSG00000188807
NET51,ENSG00000133935
NET52,ENSG00000119707
NET53,ENSG00000176438
NET54,ENSG00000156414
NET56,ENSG00000175826
NET57,ENSG00000173821
NET59,ENSG00000125912
NET6,ENSG00000162408
NET60,ENSG00000101413
NET62,ENSG00000100294
NET67,ENSG00000135253
NET7,ENSG00000188976
NET8,ENSG00000123684
NET9,ENSG00000169905
NETG1,ENSG00000162631
NETO1,ENSG00000166342
NETO2,ENSG00000171208
NETRING1,ENSG00000162631
NETRING2,ENSG00000196358
NETS,ENSG00000133710
NEU,ENSG00000141736
NEU-1,ENSG00000107954
NEU1,ENSG00000204386
NEU2,ENSG00000115488
NEU3,ENSG00000162139
NEU4,ENSG00000204099
NEUCRIN,ENSG00000162490
NEUD4,ENSG00000011332
NEUN,ENSG00000167281
NEUR2,ENSG00000214357
NEURABIN-I,ENSG00000158528
NEURIM1,ENSG00000185742
NEURL,ENSG00000107954
NEURL1,ENSG00000107954
NEURL1B,ENSG00000214357
NEURL2,ENSG00000124257
NEURL3,ENSG00000163121
NEURL4,ENSG00000215041
NEURO-D4,ENSG00000011332
NEUROCRESCIN,ENSG00000029725
NEUROD,ENSG00000162992
NEUROD1,ENSG00000162992
NEUROD2,ENSG00000171532
NEUROD3,ENSG00000181965
NEUROD4,ENSG00000123307
NEUROD6,ENSG00000164600
NEURODAP1,ENSG00000198961
NEUROG1,ENSG00000181965
NEUROG2,ENSG00000178403
NEUROG3,ENSG00000122859
NEUROPSIN,ENSG00000124818
NEUROSIN,ENSG00000167755
NEW1CP,ENSG00000175048
NEX1,ENSG00000164600
NEX1M,ENSG00000164600
NEXILIN,ENSG00000162614
NEXIN,ENSG00000135919
NEXMIF,ENSG00000050030
NEXN,ENSG00000162614
NEZHA,ENSG00000076826
NF,ENSG00000163531
NF-66,ENSG00000148798
NF-AT5,ENSG00000102908
NF-ATC,ENSG00000131196
NF-ATP,ENSG00000101096
NF-E1,ENSG00000100811
NF-E2,ENSG00000123405
NF-E3,ENSG00000185551
NF-H,ENSG00000100285
NF-HEV,ENSG00000137033
NF-I,ENSG00000141905
NF-IL3A,ENSG00000165030
NF-IL6-BETA,ENSG00000221869
NF-KAPPAB,ENSG00000109320
NF-KB1,ENSG00000109320
NF-KB2,ENSG00000077150
NF-M,ENSG00000104722
NF-YA,ENSG00000001167
NF-YB,ENSG00000120837
NF-YC,ENSG00000066136
NF1,ENSG00000196712
NF110,ENSG00000129351
NF110B,ENSG00000129351
NF15S2,ENSG00000173531
NF1A,ENSG00000008441
NF2,ENSG00000186575
NF45,ENSG00000143621
NF68,ENSG00000277586
NF90,ENSG00000129351
NF90A,ENSG00000129351
NF90C,ENSG00000129351
NF90CTV,ENSG00000129351
NFAM1,ENSG00000235568
NFAR-1,ENSG00000129351
NFAR-2,ENSG00000129351
NFAR110,ENSG00000129351
NFAR90,ENSG00000129351
NFASC,ENSG00000163531
NFAT1,ENSG00000101096
NFAT2,ENSG00000131196
NFAT3,ENSG00000100968
NFAT4,ENSG00000072736
NFAT5,ENSG00000102908
NFATC,ENSG00000131196
NFATC1,ENSG00000131196
NFATC2,ENSG00000101096
NFATC2IP,ENSG00000176953
NFATC3,ENSG00000072736
NFATC4,ENSG00000100968
NFATL1,ENSG00000102908
NFATP,ENSG00000101096
NFATX,ENSG00000072736
NFATZ,ENSG00000102908
NFB42,ENSG00000116661
NFBD1,ENSG00000137337
NFBP,ENSG00000148843
NFE1,ENSG00000102145
NFE1B,ENSG00000179348
NFE2,ENSG00000123405
NFE2L1,ENSG00000082641
NFE2L2,ENSG00000116044
NFE2L3,ENSG00000050344
NFE2U,ENSG00000198517
